# Foto de los ASUNTOS de Jira del proyecto SCRUM — NO se edita a mano.
#
# Para que sirve: el enlace ticket<->rama vive implicito en el nombre de la rama, el mensaje
# del commit y el fichero de docs/master/. Los tres son del REPO. El asunto del TICKET vive solo
# en Jira, y sin el no se puede saber si los tres hablan de lo mismo — que es el caso SCRUM-706.
#
# Tomada el 2026-09-07 con el MCP de Atlassian sobre cloudId 30938fdf-…
# 🔴 TRAMPA MEDIDA AL TOMARLA: la JQL de RANGO («key >= SCRUM-816 AND key <= SCRUM-915») devolvio
#    CERO con SCRUM-816/817/818 existiendo. La misma consulta como «key in (...)» los devuelve los
#    tres. Un rango que miente no da error: da un cero creible. Por eso el instrumento compara su
#    cobertura contra los numeros que encuentra en el repo y DECLARA los que no tiene.
#
# clave	estado	asunto
SCRUM-378	Finalizada	Nadie comprueba que una página cargue lo que su propio código necesita — y el guard que existe solo mira una de las nueve páginas
SCRUM-379	Finalizada	🔴 En el detalle del albarán, si falla la recarga tras una acción la pantalla NO DICE NADA y deja la ficha vieja delante — cinco sitios, y el rechazo ni siquiera entra en el catch
SCRUM-380	Finalizada	🔴 La acción principal de la pantalla del Trabajo es un objetivo táctil de 30 px en móvil — y su rótulo aparece dos veces en la misma pantalla
SCRUM-381	Finalizada	🔴 Los dos sembradores están rotos contra main y nadie se había enterado — uno por un import a un fichero borrado, el otro por semántica fiscal obligatoria
SCRUM-382	Finalizada	🔴 Una foto subida dos veces se queda en el albarán para siempre: no hay dedupe, y el producto no tiene ninguna forma de borrar una foto
SCRUM-383	Finalizada	🔴 DATABASE_URL_STAGING no apunta a staging: apunta a yaqu_dev_javier — el orden «staging → dev → producción» lleva sin validar nada en staging
SCRUM-384	Finalizada	Dos min-height:44px locales que la base ya resuelve — y uno de ellos, por ser inline, hace un botón MÁS ALTO de lo que DESIGN.md pide en escritorio
SCRUM-385	Finalizada	🔴 STOP MIGRACIONES · `prisma migrate diff` devuelve VACÍO con exit 0 en Prisma 7.9.1 — el preview obligatorio antes de tocar producción dice «no hay cambios» pase lo que pase
SCRUM-386	Finalizada	Sacar openAlbEditorSheet y openFacturarParcialSheet de dentro de renderJobDetailView — dos acciones del albarán solo son alcanzables desde la fila del Trabajo, y la página no puede quedárselas
SCRUM-387	Finalizada	🔴 Se está construyendo el MISMO ticket varias veces en paralelo, y la marca «aprobado por el fundador» la puede escribir cualquiera — censo derivado de main contra Jira, y procedencia obligatoria en la microcopy
SCRUM-388	Finalizada	🔴 El censo de SCRUM-387 es CIEGO en un sentido: el trabajo que está en main SIN entrada de máster es indistinguible del que nadie ha tocado — hace falta una segunda vía de conteo que no comparta el criterio de la primera
SCRUM-389	Finalizada	🔴 Hay DOS agregadores de IVA repercutido: GET /admin/reports/vat con pantalla viva, y el Libro de A6 del que ahora cuelga el 303 — un día dirán cifras distintas y nadie sabrá cuál miente
SCRUM-390	Finalizada	🔴 Nueve decisiones llevan la cláusula «el día que entre el primer cliente real» — y ese día no va a disparar nada: no existe forma de saber si ya llegó
SCRUM-391	Finalizada	🔴 16 guards huérfanos: el mecanismo está en main y su vigilante se quedó en una rama — creemos protegido lo que no lo está
SCRUM-392	Finalizada	🔴 El guard de SCRUM-386 congela un literal de llamada: añadir cualquier propiedad al contexto lo rompe y no hay forma de corregir el código — bloquea C5
SCRUM-393	Finalizada	🔴 Un árbol CON MARCADORES DE CONFLICTO VIVOS pasa la suite entera en verde — medido: `npm test` exit 0 con dos `<<<<<<<` sin resolver en jobDetailView.js
SCRUM-394	Finalizada	Si el CLIENTE se da de baja de WhatsApp, el plan de mantenimiento deja de proponerse AL PROFESIONAL — que no es quien se dio de baja, y no se entera de que su plan se ha parado
SCRUM-395	Finalizada	🔴 `prisma migrate diff` en un worktree que cambió de rama propone BORRAR el trabajo ajeno — y `--accept-data-loss` NO protege esa ruta
SCRUM-396	Finalizada	La referencia del justificante se sortea con Math.random() y no tiene reintento: una colisión revienta la escritura EN MITAD DE UN COBRO
SCRUM-397	Finalizada	🔴 «Sabemos exactamente cuándo entró cada euro» es el argumento de tres bloques — y `paidAt` se pone con `new Date()`: dice cuándo alguien lo marcó, no cuándo llegó el dinero
SCRUM-398	Finalizada	El «conjunto cerrado» de formas de cobro solo es cerrado dentro de paidVia.ts: la UI etiqueta cuatro valores que no están, el código escribe `mp`, y un método fuera del mapa se le enseña al profesional sin traducir
SCRUM-399	Finalizada	🔴 Un plan con opt-out ocupa un hueco del lote de 50 del cron PARA SIEMPRE y en las primeras posiciones: con suficientes, el cron deja de llegar a los planes buenos — y también en silencio
SCRUM-400	Finalizada	🔴🔴 LA LANDING YA AFIRMA SER FABRICANTE CON DECLARACIÓN RESPONSABLE — y ese documento es una plantilla cuya propia cabecera dice «NO publicar»
SCRUM-401	Finalizada	Anular una factura BORRA si estaba cobrada: `annulled` y el estado de cobro comparten el mismo campo, y el dato de si entró el dinero no se recupera
SCRUM-402	Finalizada	🔴 «Confirmar Bizum recibido» se pinta HOY como acción PRIMARIA, es inerte, y lleva el texto `[PENDIENTE microcopy oficial]` a la vista del profesional
SCRUM-403	Finalizada	🔴 El «Beneficio neto» de Informes resta cifras CON IVA en los dos lados — le enseña al profesional como beneficio un dinero que es de Hacienda
SCRUM-404	Finalizada	🔴 Si falla el envío de la firma, el TRAZO SE PIERDE: el modal cierra antes de enviar, y hay que pedirle al cliente que firme otra vez delante de él
SCRUM-405	Finalizada	🔴 Con un portal cautivo, el profesional se descarga la página de login del router creyendo que son sus datos — y uno de los tres ficheros es el que le manda al asesor
SCRUM-406	Finalizada	Un profesional en mitad de una obra no tiene desde dónde avisarnos: el único contacto vive en las páginas legales y el botón «?» es el tutorial
SCRUM-407	Finalizada	Los fixtures de scrum399 corren como merchant demo (merchantId 1) — hoy no muerde, y ése es exactamente el problema
SCRUM-408	Finalizada	🔴 CREDENCIAL · backup-dump.mjs parsea DATABASE_URL a pelo y pasa la URL de producción en el argv de pg_dump — es la fuga exacta que ya costó rotar una credencial
SCRUM-409	Finalizada	25 ficheros de test corren como merchant demo (64 ocurrencias de merchantId 1), y 14 no tienen nada que ver con el comportamiento demo
SCRUM-410	Finalizada	Dos guards huérfanos que NO entran tal cual (245 y 172): uno señala decisiones posteriores como si fueran defectos, el otro exige construir una lista que no existe
SCRUM-411	Finalizada	🔴 MOTORES SIN SUPERFICIE · Cuánto del producto está construido, verde y sin que ningún usuario pueda alcanzarlo — ya van tres casos y ninguno se detectó al cerrarse
SCRUM-412	Finalizada	12 usos de btn-sm en 11 pantallas: hay que decidir uno por uno cuáles son acción de fila o modal y cuáles son primaria de pantalla — prohibirlos de golpe es un rediseño encubierto
SCRUM-413	Finalizada	🔴 Invoice.type es String sin enum ni unión en todo src, y el mapeo a AEAT sella como F1 todo lo que no sea R1 — 'ANT' ya está reservado en un comentario
SCRUM-414	Finalizada	🔴 El guard de scrum195 filtra por el NOMBRE DE LA VARIABLE: se le escapan 8 de 10 new URL en scripts, y tres parsean de verdad una URL de BD a mano — la regla que enuncia está incumplida hoy en main
SCRUM-415	Finalizada	🔴 scrum297-evidencias-postgres está ROJO en main: la fixture declara v:1 y sella con la versión por defecto (v:2) — el verificador está bien, miente la fixture
SCRUM-416	Finalizada	La ayuda tiene que vivir DENTRO del modal: quitar el display:none es un arreglo hueco y subir el FAB tapa el botón de firmar — y signaturePad no lo alcanza ningún arreglo del CSS
SCRUM-417	Finalizada	🔴 exportView.js NO PARSEA en main: la pantalla de «Descargar datos» está muerta en el navegador desde SCRUM-384, y pasó por cuatro commits y una PR sin que nada lo mirara
SCRUM-418	Finalizada	El guard de destino (SCRUM-383) no conoce `DATABASE_URL` a secas: la clave genérica pasa sin vigilar por no estar en su tabla
SCRUM-419	Finalizada	🔴 El guard de evidencias NO CORRE EN CI: está gateado por LIBRO_PG_URL, así que se acaba de arreglar un rojo que nadie habría vuelto a ver
SCRUM-420	Finalizada	🔴 B1 · La barra lateral por ciclo de venta NUNCA SE CONSTRUYÓ — el ticket está Finalizado, el hueco declarado, y el trabajo no está en ninguna lista
SCRUM-421	Finalizada	El patrón de detalle de B2 no se aplicó al PRESUPUESTO — existen los registros de factura, albarán y trabajo, y el de presupuesto no. Es el único hueco de B que no está declarado en ninguna parte
SCRUM-422	Finalizada	🔴 CLAUDE.md afirma que «.env apunta a PROD y dev usa .env.local» y es FALSO en los cuatro worktrees — es la frase que hizo a una sesión afirmar sin medir y al asesor abrir un ticket equivocado
SCRUM-423	Finalizada	🔴 CIERRE EN FALSO · C6 (SCRUM-305) está Finalizada y su motor no lo llama NADIE: `entregaPendiente.ts` solo lo importa su test, así que la línea «quedan 3 m» no existe para ningún profesional
SCRUM-424	Finalizada	🔴 El enlace a mapa de G3 —el 🏆 «que no lo tiene nadie»— está CONSTRUIDO Y NO SE PINTA NUNCA: `Job.direccion` sigue sin escritor y `bloqueDonde` devuelve null siempre
SCRUM-425	Finalizada	🔵 FUNDADOR · schema: columna de clave de idempotencia en Albaran — es la única puerta que le falta a SCRUM-358 (H3) y la decisión ya está tomada
SCRUM-426	Finalizada	A6 · Libro de Registro de facturas RECIBIDAS — hoy A6 solo construye emitidas, y sin esto E4 entregaría un libro vacío que se lee como «este trimestre no compré nada»
SCRUM-427	Finalizada	🔴 G4 · NOTAS INTERNAS no existe en el detalle del Trabajo — el bloque salía «cuadrado» porque el número de secciones coincidía y el contenido no
SCRUM-428	Finalizada	🔴 «Terminado y sin cobrar» — el estado más importante del negocio: medir si el profesional tiene camino, porque la escalera de `jobNextAction` no cruza el eje de cobro
SCRUM-429	Finalizada	🔴 El cliente de Prisma es COMPARTIDO por los cuatro worktrees (node_modules va por junction): una sesión lo regenera y se lo cambia a las otras tres
SCRUM-430	Finalizada	docs/master/SCRUM-312.md no existe en main — un hueco de registro del bloque D que ya se reportó dos veces y no estaba en ninguna lista
SCRUM-431	Finalizada	🔴 EVIDENCIAS · los sobres v:1 verifican leyendo `Job.direccion` EN VIVO — su prueba de integridad depende de un dato mutable, y el 409 de SCRUM-424 solo tapa la puerta de la UI
SCRUM-432	Finalizada	B · Plantillas pasa a pestaña dentro de Presupuestos (Historial · Plantillas) y sale de la barra lateral — el movimiento que SCRUM-420 no pudo hacer sin tocar la pantalla de presupuestos
SCRUM-433	Finalizada	La vista `operarios` existe en el router y no tiene entrada en la barra lateral — medir qué es, y si se solapa con `Equipo`
SCRUM-434	Finalizada	🔴 EL MECANISMO DEL PRIMER (b) · una entrada de máster que dice «NO CIERRA» y un ticket marcado Finalizado — la declaración estaba escrita y nadie la leyó
SCRUM-435	Finalizada	🔴 El trinquete de SCRUM-403 está MUERTO: la ventana del detector corta en 1.200 caracteres y la primera columna que vigila está en el 1.417 — las columnas entraron hoy y el test sigue verde
SCRUM-436	Finalizada	Cuatro formateadores de euros distintos en el panel, y hoy nació el cuarto porque no había ninguno compartido — en un producto cuyo argumento es que el dinero se lee claro
SCRUM-437	Finalizada	🔴 Cuatro guards VIVOS leen el código fuente por una ventana de caracteres — el mismo defecto que mató al trinquete de SCRUM-403, ya censado y sin arreglar
SCRUM-438	Finalizada	🔵 FUNDADOR · Corregir la razón social de un cliente convierte en «manipulados» TODOS sus albaranes firmados — cinco campos viajan fuera de la firma, en v:1 y en v:2, y arreglarlo es un v:3 que toca el sellado
SCRUM-439	Finalizada	CUATRO RAMAS CON PATCH FUERA DE MAIN · una ya se ha medido y NO era cierre en falso (SCRUM-284 está en main por otro camino) — faltan 368, 381 y 405 por veredicto de FUNCIÓN
SCRUM-440	Finalizada	🔴🔴 TENENCIA · POST /admin/supresion/:merchantId no compara el merchant de la URL con el del solicitante: un admin del merchant A puede anonimizar al B — hoy solo lo contiene un flag apagado
SCRUM-441	Finalizada	🔵 FUNDADOR · schema: `Invoice` no guarda el método de cobro — un profesional que filtre por «transferencia» no encuentra sus transferencias en la pantalla de Cobros
SCRUM-442	Finalizada	🔴 B4 · El listado de «Facturas» mezcla facturas y justificantes — el profesional cuenta como facturas documentos que no lo son
SCRUM-443	Finalizada	🔴 Los mensajes de error se van antes de que se lean y no se pueden cerrar a mano — el más largo del producto necesita ~8 s y el toast dura 5
SCRUM-444	Finalizada	🔴 Dos errores seguidos y el profesional solo ve el segundo — el toast se reemplaza a sí mismo, y SCRUM-443 acaba de multiplicar por tres la ventana de colisión
SCRUM-445	Finalizada	🔴 La pantalla de Cobros enseña DOS VECES cada cobro por pasarela — la desduplicación se apoya en `Invoice.chargeId`, y ese campo no lo escribe nadie
SCRUM-446	Finalizada	Constructor compartido de cabecera de modal — 24 cabeceras a mano en 16 ficheros sin ningún sitio donde poner algo una vez, y es lo que bloquea SCRUM-416
SCRUM-447	Finalizada	🔴 El censo de SCRUM-428 sigue en el árbol y mide mal — ya generó un ticket sobre un defecto que no existía, y el instrumento no ha cambiado
SCRUM-448	Finalizada	🔴 Con la red colgada, Cobros afirma «Todavía no hay cobros registrados» — le dice al profesional que no le deben nada mientras la respuesta va en camino
SCRUM-449	Finalizada	🔵 FUNDADOR · schema: `AuthSession.instaladaPwa` — sin esa columna no sabemos a cuántos profesionales les puede borrar iOS una firma pendiente
SCRUM-450	Finalizada	El guard del precache dará FALSO POSITIVO el día que entre una ruta servida y no de disco — y un guard que acusa en falso se desactiva al primer roce
SCRUM-451	Finalizada	🔴 Ninguna petición del dashboard tiene plazo: cualquier pantalla puede quedarse esperando para siempre — y el primer plazo de la casa acaba de nacer dentro de UNA vista
SCRUM-452	Finalizada	🔴 En un albarán v:3 el PDF certifica un contenido e imprime otro: el sobre congela cinco campos y el documento solo consume dos
SCRUM-453	Finalizada	⚠️ HIPÓTESIS SIN MEDIR · si el HTML pide `api.js?v=<huella>` y el SHELL precachea `api.js`, el dashboard no tendría offline HOY — y el bloque H entero se está construyendo encima
SCRUM-454	Finalizada	🔴 Tres veces en un día se ha perdido trabajo sin commitear con `git checkout --`: la regla existe, se conoce y se incumple — falta el mecanismo, no la regla
SCRUM-455	Finalizada	H1 fase 1 · El almacén local que no existe — IndexedDB son CERO ficheros hoy, y sin él no hay ni precarga ni cola (con su purgado en logout desde el primer día)
SCRUM-456	Finalizada	🔴 67 tests saltan MUDOS y nadie los mira — el trinquete vigila los 7 que declaran motivo e ignora los diez veces más que no lo declaran
SCRUM-457	Finalizada	🔴 Cerrar sesión NO borra localStorage: el borrador de presupuesto con el cliente y los importes, y el catálogo con los PRECIOS del profesional, se quedan en el móvil
SCRUM-458	Finalizada	H1 fase 2 · El paquete de precarga: qué baja al móvil antes de que el profesional pierda cobertura
SCRUM-459	Finalizada	🔴 Un POST contra una red que acepta y no entrega NO VUELVE NUNCA — y el camino de firma es un POST: el profesional se queda mirando la pantalla sin límite
SCRUM-460	Finalizada	H1 fase 3 · Bajar el paquete al móvil y servirlo sin red — hoy el productor existe y no lo llama nadie
SCRUM-461	Finalizada	🔴 El censo de deriva puede encogerse en silencio: el generador y su guard leen la MISMA fuente —el cliente de Prisma del worktree—, así que se dan la razón el uno al otro estando los dos mal
SCRUM-462	Finalizada	⚠️ HIPÓTESIS · Tres albaranes en producción están marcados como FIRMADOS y no tienen ninguna evidencia — ¿es data vieja, o hay un camino vivo que firma sin sobre?
SCRUM-463	Finalizada	⚠️ HIPÓTESIS · La pantalla de detalle del albarán NO muestra sus líneas — y si es ahí donde el cliente firma, está firmando un documento cuyo contenido no ve
SCRUM-464	Finalizada	H1 fase 4 · El técnico también baja al sótano — la precarga es admin-only, y en un oficio con equipo el que va a la obra es el operario
SCRUM-465	Finalizada	El guard del plazo de red prohíbe hasta MENCIONAR la constante compartida: el próximo que quiera consumirla se topará con él, y ése es el guard que acaba desactivado
SCRUM-466	Finalizada	🔴 Que el firmante VEA lo que firma: el albarán y el recuadro de firma en la misma pantalla, con el material y el servicio y SIN importes
SCRUM-467	Finalizada	🔵 FUNDADOR · El rol de técnico no está definido: lleva los albaranes precargados y no puede llegar a ellos, y a la vez puede abrir los que no son suyos
SCRUM-468	Finalizada	🔴 El PDF de un albarán VALORADO sí enseña importes: PRECIO UD., IMPORTE, Base y Total — el firmante ve una cosa en pantalla y se lleva otra en papel
SCRUM-469	Finalizada	H5 fase 4 · El aviso de desalojo está CONSTRUIDO y no se pinta en ninguna parte: hoy detectamos que se han perdido firmas y no se lo decimos a nadie
SCRUM-470	Finalizada	🔴 `origin/main` está ROJA: cinco tests de la cola offline fallan sin que nadie los toque, y cada rama que se abra hereda un rojo que no es suyo
SCRUM-471	Finalizada	🔴 Una devDependency nueva en main deja ciegos a todos los worktrees que no reinstalan: el árbol sale limpio, el SHA es el correcto, y la suite falla por lo que NO está
SCRUM-472	Finalizada	🔴 El seed escribe una firma de 1×1 px con estado 'firmado' saltándose la validación — y ha aterrizado en un merchant que NO es el demo
SCRUM-473	Finalizada	🔴 El conjunto cerrado de métodos de pago (regla 22) NO LO CONSUME NADIE — y ya ha derivado en producción: `bizum` a secas no se puede mapear sin inventar
SCRUM-474	Finalizada	🔴 `Charge.method` hace DOS trabajos: guarda el método PREVISTO y el EFECTIVO en el mismo campo — «cómo entró el dinero» puede ser una intención, no un hecho
SCRUM-475	Finalizada	🔴 No se puede acreditar que un correo llegó: la respuesta de Resend se descarta en los 6 emisores, no hay tabla de correo y ninguna ruta recibe rebotes — y por ahí viaja la factura al cliente
SCRUM-476	Finalizada	🔴 El censo de SCRUM-471 declara «200 árboles · 91 junctions» y hoy se miden 0 junctions en 60 directorios: dos mecanismos en main dicen cosas distintas del mismo hecho, y uno está roto
SCRUM-477	Finalizada	🔴 Cuatro avisos se tragan su fallo con un catch vacío — y los cuatro son «te han pagado» y «te han aceptado el presupuesto»: los dos mensajes que el profesional más espera
SCRUM-478	Finalizada	🔴 SCRUM-475 fase 1b · Cuatro de siete emisores se TRAGAN el fallo, y el mudo es el que te avisa de que te han pagado — rescate del delta de la rama que no se mergeó
SCRUM-479	Finalizada	🔵 FUNDADOR · schema: sin una fila por envío, «¿se mandó la F-2026-014 y cuándo?» solo se contesta buscando en logs que rotan — y un rebote se pierde entero
SCRUM-480	Finalizada	🔴 Diez ficheros de public/dashboard/js/ están en CRLF contra el autocrlf de Windows: un cambio de 9 líneas produce un diff de 5.147 y ahí no se revisa nada
SCRUM-481	Finalizada	🔴 La columna MÉTODO de Cobros enseña el valor crudo de la base al profesional —«card:stripe», «card»— mientras el filtro de al lado dice «tarjeta» en castellano
SCRUM-482	Tareas por hacer	Saber en PRODUCCIÓN si el offline se usa o se está perdiendo — el contador de «lo que llegó con retraso»
SCRUM-483	Finalizada	Sustituir los 46 marcadores [PENDIENTE microcopy oficial] por los 33 rótulos aprobados — y retirar los dos apartados vetados, que hoy son un menú prometiendo una habitación vacía
SCRUM-484	Finalizada	🔴 CENSO · ¿Cuántos motores hemos construido que no llama nadie? Cinco encontrados de rebote en dos días, y ninguno se buscaba
SCRUM-485	Finalizada	🔴 RGPD · `borrarMerchant` no lo llama NADIE: un profesional no puede pedir que borren su cuenta, y el ticket que lo prometía está cerrado
SCRUM-486	Finalizada	🔴 `charges.routes.ts:39` escribe `'mp'`, que no está en PAID_VIA — y escribe directo a `prisma.charge.create`, así que el validador que acabamos de construir no lo ve pasar
SCRUM-487	Finalizada	SCRUM-411 fase 2 · Los exports huérfanos DENTRO de módulos vivos son otra población, y no la vigilaba nadie
SCRUM-488	Finalizada	🔴 El mismo cobro se lee distinto en Cobros y en Informes — dos vocabularios de paid_via en el navegador, los dos aprobados por separado
SCRUM-489	Finalizada	🔴 `mpWebhook.routes.ts:103` escribe `method='mp'` EN EL MOMENTO DEL PAGO, ignorando el traductor que se llama tres líneas antes — un `paid_via` falsificado, no una intención
SCRUM-490	Finalizada	🔴 Cinco avisos del ciclo de vida se marcan como ENVIADOS sin haberse enviado: sendEmail devuelve sin_destino sin lanzar y markSent escribe igual
SCRUM-491	Finalizada	🔴 `manual` no es un método de cobro, es cómo se registró — Informes lo pinta como método y Cobros dice que no consta: dos hechos distintos peleando por una columna
SCRUM-492	Finalizada	SCRUM-411 fase 2b · Contestar si `ensureReferralCode` está muerto, y reclasificar `borrarMerchant` — con un instrumento de alcance que no sobre-marque vivos
SCRUM-493	Finalizada	🔴 Las dos casas deciden qué código está muerto con DOS instrumentos de alcance que ya discrepan — 2 llamadas frente a 3 sobre el mismo fichero
SCRUM-494	Finalizada	El guard de huérfanos aconseja DECLARAR lo que hay que DES-EXPORTAR — y la categoría cuelga del sitio equivocado del árbol: es una SUB-categoría del uso interno
SCRUM-495	Finalizada	🔴 Añadir `email_messages` al esquema dejó 11 tests en rojo: tres registros que enumeran tablas no se enteraron — RGPD del borrado, la deriva de producción y la lista del backup
SCRUM-496	Finalizada	🔴 bulk-paid puede resucitar una factura ANULADA como pagada — su filtro es status: { not: 'paid' } y eso incluye annulled
SCRUM-497	Finalizada	🔴 RGPD · Tras una supresión, la dirección de correo del cliente SIGUE EN CLARO — `CAMPOS_PERSONALES` no cubre `email_messages.to_email`, y arreglar solo los 3 rojos deja la suite verde con el hueco abierto
SCRUM-498	Finalizada	Nueve afirmaciones de «21 modelos» pasarán a ser falsas EN CUANTO `EmailMessage` entre en el esquema — y ninguna caerá, porque sus suelos son `>= 20` y `>= 21`
SCRUM-499	Finalizada	SCRUM-491 fase 2 · El registro «marcado a mano» tiene sitio (pie de la lista, microcopy aprobada), y la tercera pantalla deja de fabricar `manual`
SCRUM-500	Finalizada	A2-c · Suplidos — el campo peor entendido de la factura española, y necesita columna propia en Invoice (acción de fundador)
SCRUM-501	Finalizada	🔴 SCRUM-475 · La pieza que falta y que nadie tenía asignada: NADIE ESCRIBE UNA FILA al enviar — sin ella el webhook verificará avisos perfectos y no tendrá qué actualizar
SCRUM-502	Finalizada	🔴 SCRUM-496 fase B · Hay TRES puertas más al estado de cobro y DOS son peores que bulk-paid: las de pasarela no miran el estado en absoluto, y una se traga su error con .catch(() => {})
SCRUM-503	Finalizada	`desconocido` es un valor DECLARADO de `paid_via` y la pantalla le contesta al profesional «Método no reconocido» — le dice que su propia respuesta no vale
SCRUM-504	Finalizada	🔴 Una línea con cantidad VACÍA se cobra como 1 unidad — vat.service.ts:24 hace Number(l?.qty) || 1, y eso está vivo hoy en presupuestos
SCRUM-505	Tareas por hacer	🔵 FUNDADORES · RGPD · QUINCE datos personales sin anonimizar — y el guard vigila COLUMNAS, no CONTENIDOS: un correo escondido en un texto libre sobrevive sin que nadie lo vea
SCRUM-506	Finalizada	Cobros borra la distinción que Informes acaba de hacer: llama «Método no registrado» al `desconocido` — el censo de SCRUM-488 sube de 4 divergencias a 5
SCRUM-507	Finalizada	Desde hoy una cantidad ilegible vale 0 en el cálculo y en el PDF, y 1 si viene de la IA — dos respuestas al mismo dato dentro del mismo producto
SCRUM-508	Finalizada	SCRUM-501 fase 2 · Cinco emisores mandan correo y NO dejan fila — la acreditación solo cubre los envíos de `email.service`
SCRUM-509	Finalizada	Dos guards cobran peaje sobre código correcto dos días seguidos — SCRUM-409 lee el prefijo en vez del valor, y las huellas de SCRUM-337 se mueven por plomería sin cambiar ninguna promesa
SCRUM-510	Finalizada	🔴 La exención de SCRUM-409 libra a 16 ficheros por MENCIONAR la señal en un comentario — 18 exentos frente a 2 que la usan de verdad
SCRUM-511	Tareas por hacer	Censar qué OTROS guards eximen por mencionar la señal en vez de por usarla — el comentario que advierte del defecto es lo que compra la exención
SCRUM-512	Acción del fundador	🔴 El contador de plazas de la landing va HACIA ATRÁS: si un fundador cancela, «quedan 17» pasa a «quedan 18» — y un contador de escasez que sube parece inventado
SCRUM-513	Finalizada	🔴 verifactu.service.ts:673 afirma que la R1 se EXCLUYE del registro por un modo que cambió el 30-jul — quien lo lea concluirá que las rectificativas no se declaran
SCRUM-514	Finalizada	Aplicar a las 13 pantallas los textos aprobados de MICROCOPY_APROBADA_SIN_APLICAR.md — 2 hechas, 11 pendientes, y los multilínea son la trampa
SCRUM-515	Finalizada	🔴 Bizum está ENCENDIDO en producción y 7 de 13 merchants no tienen teléfono — el aviso que les protege NUNCA se ha visto fallar, y llevo cinco peticiones pidiendo que alguien lo mire a mano
SCRUM-516	Finalizada	🔴 El guard de SCRUM-267 no vigila el ancla de un APÉNDICE: opera por fichero, no por entrada — y el 273 empuja precisamente a escribir apéndices
SCRUM-517	Finalizada	🔴 scrum480 caso 4 enseña su fallo 55× más pequeño (.slice(0,25) sin decirlo) y hace imposible un verde local: 1386 de 1479 ficheros llevan CR
SCRUM-518	Finalizada	🔴 `npm ci` no ejecuta los postinstall (npm warn allow-scripts) → el cliente de Prisma NO se genera, y el motivo de SCRUM-238 puede dejar de cumplirse sin avisar
SCRUM-519	Finalizada	🔴 La tarjeta de «listo para cobrar» dice ✅ a un merchant solo-IBAN, y usa un criterio DISTINTO al del aviso que hay dos pantallas más abajo
SCRUM-520	Finalizada	🔴 El guard scrum351 falla o pasa según lo ocupada que esté la máquina: 206 ms aislado y 3508 ms en la suite, contra un límite de 2000 — un guard intermitente es el que alguien acaba desactivando
SCRUM-521	Finalizada	🔴 El resolvedor de importadores pierde las aristas de la rama dist/→src/ por separador, y devuelve [] en vez de declararse ciego — 1 cero falso real de 1404 aristas
SCRUM-522	Finalizada	🔴 Van TRES guards que quedan fuera de `npm test` por lentos: sólo protegen si alguien se acuerda de lanzarlos — figuran como cobertura y son costumbre
SCRUM-523	Tareas por hacer	🔴 DECLARACIÓN RESPONSABLE DEL PRODUCTOR: es un requisito de INTERFAZ (art. 13.2 RRSIF + art. 15.3 Orden), una por versión, y no está construido ni previsto
SCRUM-524	Tareas por hacer	🔴 Catálogo OFICIAL de validaciones VERI*FACTU: las restricciones que condicionan el diseño (3 categorías de error, saneamiento de texto, límites duros) — antes de construir la facturación
SCRUM-525	En curso	AUDITORÍA ESCRITA del camino de emisión: qué existe HOY de VeriFactu, hasta dónde llega, y cuál de los dos carriles de representación está construido — con fichero y línea en cada afirmación
SCRUM-526	Finalizada	✅ DIAGNÓSTICO · La entrega SÍ se mide y se ve en pantalla; lo que nadie puede contestar es «si llegó a QUIEN debía» — no se guarda a qué número se envió
SCRUM-527	Tareas por hacer	DOCS · `WHATSAPP_TEMPLATES.md` dice que `quote_decision_es` es «la ÚNICA plantilla del ciclo» y hay siete
SCRUM-528	Finalizada	🔴 INVENTARIO · Qué afirma hoy el repo sobre VeriFactu que la auditoría SCRUM-525 ha desmentido — MEDIR, no corregir
SCRUM-529	Acción del fundador	🔵 SCHEMA · Guardar a qué número se envió cada mensaje (`toPhone`) — diff preparado y PARADO, decide el fundador
SCRUM-530	Tareas por hacer	🔴 La alerta de tasa de entrega exige ≥10 envíos en 7 días: para un fontanero del Pioneer NO se activa nunca
SCRUM-531	Finalizada	Instalar la skill `verifactu` en `.claude/skills/` del repo — conocimiento verificado disponible para todas las sesiones
SCRUM-532	Tareas por hacer	🔴 El guard 267 deja de mirar dentro de un apéndice, y el guard 273 empuja a escribir apéndices: los dos combinados abren un hueco que ya se demostró
SCRUM-533	Finalizada	🔴 El guard de fin de línea da ROJO en local y VERDE en CI por `core.autocrlf`: cada sesión pierde tiempo diagnosticando un fallo que no existe
SCRUM-534	Acción del fundador	🔴🔴 EL GUION H2 —la ÚNICA respuesta autorizada sobre VeriFactu ante un cliente— dice dos cosas falsas · y 8 afirmaciones falsas más están en documentos que se entregan a terceros
SCRUM-535	Finalizada	🔴 ¿Está el guion H2 falso PUBLICADO en la web? `public/index.html` quedó NO MEDIDO y por AB5 hereda el guion
SCRUM-536	Finalizada	🔴 HUECO DEL INVENTARIO · Las 8 skills de `.claude/skills/` no se inventariaron, y las sesiones las cargan como verdad — una de ellas es de VeriFactu
SCRUM-537	Finalizada	🔴🔴 BOMBA DE RELOJERÍA · El guard que impide publicar el guion H2 falso SE ABRE SOLO en cuanto se emita la declaración responsable — y la norma ya autoriza publicarlo
